zip,Mean income (dollars)
08079,66905
08080,114944
08081,95444
08083,87220
08084,76645
08085,123090
08086,92683
08087,73989
08088,97394
08089,73144
08090,86547
08091,69165
08092,93812
08093,72324
08094,89381
08095,33013
08096,85362
08097,96898
08098,100423
08102,43142
08103,50236
08104,40426
08105,47734
08106,86116
08107,77706
08108,99274
08109,83676
08110,67946
08201,68429
08202,134771
08203,81274
08204,74366
08205,74231
08210,90434
08212,45522
08215,85107
08217,-
08221,111907
08223,87553
08224,53621
08225,100074
08226,87028
08230,101305
08232,53001
08234,86253
08240,-
08241,111869
08242,68553
08243,98624
08244,63989
08246,N
08247,128948
08248,161761
08251,59817
08260,61835
08270,78319
08302,64137
08310,49809
08311,70364
08312,90486
08314,74050
08316,69526
08317,84253
08318,88362
08319,82921
08320,-
08321,27168
08322,88342
08323,69586
08324,89391
08326,117700
08327,79998
08328,68687
08329,87633
08330,74463
08332,64558
08340,88922
08341,56693
08343,100017
08344,76536
08345,62511
08346,46549
08348,58021
08349,74103
08350,78034
08352,57468
08353,72140
08360,62364
08361,88574
08401,49725
08402,103100
08403,185891
08406,74032
08501,124433
08502,188722
08505,99450
08510,160930
08511,100810
08512,121676
08514,111216
08515,139943
08518,87488
08520,108411
08525,142193
08527,100996
08528,63090
08530,117889
08533,107046
08534,180943
08535,179489
08536,121886
08540,180610
08542,98018
08550,231061
08551,174717
08553,141512
08554,87196
08555,106481
08558,235375
08559,158978
08560,150045
08561,N
08562,71459
08608,51573
08609,45182
08610,65304
08611,57075
08618,62727
08619,91691
08620,98485
08628,102234
08629,64630
08638,71113
08640,68378
08641,61945
08648,107998
08690,107619
08691,150496
08701,61123
08720,152282
08721,88641
08722,80169
08723,83277
08724,101276
08730,162558
08731,84992
08732,89065
08733,79510
08734,92455
08735,85053
08736,130774
08738,164172
08740,76984
08741,96714
08742,109348
08750,168721
08751,76218
08752,81704
08753,93077
08755,104361
08757,59400
08758,69375
08759,63915
08801,153227
08802,137269
08804,117453
08805,92340
08807,151558
08808,N
08809,116297
08810,135715
08812,126743
08816,128998
08817,99718
08820,146539
08821,56106
08822,131378
08823,123480
08824,155044
08825,123715
08826,116230
08827,135035
08828,85381
08829,113682
08830,98315
08831,119864
08832,65593
08833,173018
08835,78581
08836,202018
08837,93484
08840,139146
08844,141862
08846,102161
08848,114481
08850,121147
08852,124346
08853,150688
08854,107033
08857,107449
08858,N
08859,95980
08861,67854
08863,92413
08865,77102
08867,164562
08869,111893
08872,87305
08873,110163
08876,112326
08879,90097
08880,91808
08882,79429
08884,99251
08886,119053
08887,93422
08889,196626
08890,-
08901,58056
08902,103126
08904,98213
10001,172253
10002,81504
10003,173932
10004,180951
10005,206542
10006,177311
10007,386196
10009,99898
10010,175004
10011,202417
10012,154658
10013,251977
10014,194200
10016,164469
10017,171442
10018,154060
10019,157311
10020,-
10021,203821
10022,228626
10023,203547
10024,213362
10025,148744
10026,104720
10027,87782
10028,199471
10029,75878
10030,62835
10031,66339
10032,61758
10033,72696
10034,66980
10035,62883
10036,134019
10037,63087
10038,145626
10039,52448
10040,64158
10044,122367
10065,218467
10069,249091
10075,189959
10103,-
10110,-
10111,-
10112,-
10115,-
10119,-
10128,175055
10152,-
10153,-
10154,-
10162,222139
10165,-
10167,-
10168,-
10169,-
10170,-
10171,-
10172,-
10173,-
10174,-
10177,-
10199,-
10271,-
10278,-
10279,-
10280,210785
10282,322751
10301,85542
10302,79766
10303,77643
10304,96029
10305,90521
10306,102189
10307,113945
10308,100651
10309,114625
10310,91417
10311,-
10312,105896
10314,97890
10451,51224
10452,44777
10453,40228
10454,41917
10455,42770
10456,44104
10457,41032
10458,49330
10459,45370
10460,41582
10461,78030
10462,63877
10463,82163
10464,100565
10465,93141
10466,64114
10467,51624
10468,50359
10469,75332
10470,74629
10471,115264
10472,46721
10473,57238
10474,46630
10475,64186
10501,159115
10502,213482
10503,223971
10504,324855
10505,233699
10506,312888
10507,125292
10509,114680
10510,246441
10511,104598
10512,113584
10514,325291
10516,115871
10517,121839
10518,168087
10519,258379
10520,147096
10522,160784
10523,111867
10524,153677
10526,187554
10527,145190
10528,168095
10530,131523
10532,131781
10533,243399
10535,80879
10536,236801
10537,90864
10538,251962
10541,120570
10543,150696
10545,-
10546,186025
10547,110576
10548,105255
10549,133991
10550,62873
10552,95438
10553,73181
10560,183036
10562,100508
10566,85795
10567,150101
10570,162605
10573,112408
10576,262679
10577,294873
10578,128306
10579,135935
10580,285770
10583,274987
10588,83778
10589,155699
10590,189340
10591,130481
10594,147004
10595,130668
10596,82175
10597,226723
10598,150201
10601,127699
10603,117315
10604,139539
10605,146472
10606,112605
10607,148032
10701,74943
10703,78417
10704,87166
10705,76846
10706,178735
10707,149331
10708,175436
10709,153748
10710,111039
10801,88475
10803,258097
10804,223289
10805,82721
10901,130669
10910,N
10911,-
10913,153946
10914,117838
10915,-
10916,124389
10917,126890
10918,109300
10919,91661
10920,120519
10921,97190
10922,101451
10923,96649
10924,108233
10925,103521
10926,81322
10927,75522
10928,79561
10930,125709
10931,80416
10932,N
10933,87316
10940,76125
10941,82084
10950,86296
10952,75245
10953,115057
10954,115544
10956,147814
10958,97798
10960,119085
10962,113262
10963,87314
10964,195760
10965,122319
10968,147617
10969,99541
10970,92191
10973,119018
10974,114007
10975,145099
10976,124179
10977,80593
10979,N
10980,110583
10983,136686
10984,106596
10985,N
10986,140152
10987,125286
10988,76264
10989,124309
10990,130192
10992,102056
10993,69855
10994,144656
10996,110979
10998,90501
11001,119209
11003,104515
11004,103261
11005,70956
11010,110975
11020,180488
11021,137829
11023,145057
11024,161822
11030,242247
11040,135088
11042,-
11050,182052
11096,68571
11101,98517
11102,82995
11103,83247
11104,78989
11105,87872
11106,80085
11109,166616
11201,171723
11203,64248
11204,70437
11205,82753
11206,62025
11207,58571
11208,60247
11209,95439
11210,80276
11211,100244
11212,49097
11213,59563
11214,75203
11215,152219
11216,79417
11217,141844
11218,84443
11219,55490
11220,60067
11221,68717
11222,97912
11223,76581
11224,69888
11225,68392
11226,66848
11228,92107
11229,80543
11230,76577
11231,148004
11232,68545
11233,62092
11234,95227
11235,84170
11236,78057
11237,69383
11238,109512
11239,43382
11351,-
11354,68954
11355,58861
11356,74170
11357,95517
11358,89643
11359,-
11360,107833
11361,97445
11362,101378
11363,122644
11364,95082
11365,84413
11366,99824
11367,77146
11368,58782
11369,67928
11370,80052
11371,-
11372,69963
11373,64411
11374,84440
11375,108546
11377,69468
11378,83985
11379,93444
11385,79116
11411,90491
11412,83156
11413,89336
11414,98185
11415,90005
11416,71950
11417,82768
11418,79022
11419,76757
11420,78622
11421,81496
11422,92921
11423,82623
11424,-
11425,-
11426,94149
11427,93512
11428,78684
11429,86714
11430,-
11432,74281
11433,66979
11434,71291
11435,70452
11436,77033
11451,-
11501,103269
11507,157188
11509,198823
11510,107160
11514,124992
11516,126815
11518,118336
11520,89640
11530,195989
11542,104988
11545,210242
11547,133936
11548,169773
11549,-
11550,78730
11552,122705
11553,88260
11554,121245
11556,-
11557,164543
11558,99611
11559,192300
11560,175899
11561,117988
11563,112671
11565,121031
11566,159308
11568,305254
11569,144447
11570,156364
11572,125979
11575,86095
11576,201397
11577,158270
11579,134394
11580,111058
11581,121613
11590,117423
11596,147911
11598,163886
11691,64582
11692,63872
11693,74470
11694,100174
11697,131291
11701,91778
11702,137069
11703,105548
11704,98258
11705,126235
11706,94709
11709,135111
11710,130330
11713,97669
11714,117223
11715,122183
11716,99162
11717,84746
11718,146897
11719,126570
11720,111593
11721,154844
11722,81151
11724,269920
11725,140055
11726,83422
11727,92323
11729,102939
11730,138440
11731,123725
11732,173671
11733,168522
11735,115322
11738,116207
11739,165382
11740,148263
11741,113949
11742,118960
11743,167989
11746,132699
11747,182268
11749,102949
11751,111119
11752,111979
11753,205609
11754,131778
11755,128933
11756,111907
11757,93745
11758,131593
11762,131998
11763,98942
11764,130832
11765,350809
11766,137603
11767,130176
11768,162176
11769,112168
11770,145456
11771,196898
11772,91645
11776,107156
11777,133153
11778,106683
11779,100495
11780,160668
11782,135425
11783,129672
11784,94068
11786,129045
11787,137101
11788,113748
11789,97082
11790,147322
11791,213405
11792,135167
11793,133323
11794,-
11795,129829
11796,120007
11797,264693
11798,87456
11801,113433
11803,153466
11804,162802
11901,80013
11930,120830
11931,N
11932,79005
11933,113656
11934,116418
11935,108847
11937,141021
11939,87387
11940,115698
11941,102486
11942,116981
11944,79258
11946,97383
11947,N
11948,106467
11949,120821
11950,83267
11951,78011
11952,123826
11953,82401
11954,88515
11955,78453
11956,98482
11957,97870
11958,115051
11959,115164
11960,109597
11961,96458
11962,265814
11963,141028
11964,133536
11965,97168
11967,92463
11968,128702
11970,30217
11971,122328
11972,125025
11973,-
11975,98062
11976,196493
11977,116041
11978,125482
11980,103343
12007,-
12008,107966
12009,99627
12010,59875
12015,74809
12017,62730
12018,96146
12019,111068
12020,86999
12022,70427
12023,79429
12024,-
12025,77599
12027,113510
12028,91928
12029,81489
12031,64322
12032,55089
12033,98765
12035,57693
12036,58030
12037,82404
12040,45371
12041,70881
12042,49259
12043,62495
12045,39771
12046,77160
12047,69208
12051,95758
12052,76128
12053,92092
12054,118569
12056,98832
12057,51506
12058,70211
12059,82831
12060,84549
12061,107576
12062,77815
12063,110884
12064,56779
12065,103527
12066,66305
12067,68804
12068,57952
12069,70897
12070,85522
12071,77920
12072,61466
12074,83198
12075,67209
12076,61893
12077,125591
12078,54706
12083,78755
12084,88254
12085,49539
12086,66532
12087,69584
12089,N
12090,67494
12092,61943
12093,59325
12094,75612
12095,63523
12106,101973
12108,62580
12110,91163
12115,225169
12116,41452
12117,65791
12118,86793
12120,78416
12121,75153
12122,52271
12123,80565
12124,101296
12125,73200
12130,95362
12131,58282
12132,24523
12134,56569
12136,90038
12137,56492
12138,67539
12139,65508
12140,84665
12143,62996
12144,75746
12147,95568
12148,124837
12149,57804
12150,69093
12151,74390
12153,92807
12154,74373
12155,50927
12156,87818
12157,72017
12158,90979
12159,150361
12160,62677
12161,N
12164,74015
12165,60462
12166,59962
12167,60533
12168,75722
12169,77655
12170,79541
12172,47261
12173,76673
12174,64588
12175,67299
12176,91910
12177,105152
12180,67390
12182,58993
12183,57869
12184,82287
12185,84477
12186,101694
12187,60855
12188,82601
12189,65426
12190,52020
12192,63117
12193,106865
12194,48479
12195,38094
12196,98486
12197,58734
12198,101621
12202,42611
12203,71398
12204,80619
12205,73556
12206,54859
12207,37849
12208,75544
12209,68290
12210,73727
12211,126331
12222,-
12302,79421
12303,83907
12304,59591
12305,43865
12306,73818
12307,34629
12308,59667
12309,112248
12401,64129
12404,125021
12405,50370
12406,57997
12407,97224
12409,76722
12410,55745
12411,70688
12412,68505
12413,59648
12414,61884
12416,19404
12417,64056
12418,92086
12419,67360
12420,94782
12421,56470
12422,99012
12423,80327
12424,68255
12427,82588
12428,56770
12429,113975
12430,43541
12431,80964
12432,58749
12433,104011
12434,46677
12435,36816
12436,53532
12438,62515
12439,46609
12440,68538
12441,N
12442,70887
12443,101715
12444,59350
12446,66898
12448,205407
12449,70555
12450,-
12451,70545
12452,47160
12453,66331
12454,69607
12455,50107
12456,58678
12457,64330
12458,59984
12459,N
12460,43781
12461,94695
12463,71166
12464,61923
12465,62617
12466,83273
12468,66659
12469,60334
12470,67889
12471,54353
12472,58731
12473,76780
12474,53341
12475,70336
12477,75065
12480,67960
12481,71457
12482,55319
12483,39102
12484,81924
12485,57824
12486,96724
12487,92397
12489,60802
12490,N
12491,82008
12492,33266
12493,84555
12494,68705
12495,107359
12496,72457
12498,98507
12501,90138
12502,69484
12503,101444
12504,145310
12507,91592
12508,85043
12512,N
12513,68830
12514,106409
12515,104861
12516,82709
12517,69283
12518,107010
12520,109467
12521,110885
12522,67169
12523,64123
12524,95386
12525,97991
12526,92598
12527,N
12528,87611
12529,78161
12530,N
12531,100230
12533,116962
12534,67482
12538,87902
12540,116538
12542,90883
12543,84369
12545,97926
12546,66306
12547,89466
12548,67779
12549,96604
12550,74445
12553,91095
12561,85943
12563,88506
12564,106802
12565,51119
12566,96929
12567,98577
12569,91806
12570,125169
12571,86817
12572,114554
12574,114292
12575,115370
12577,114895
12578,91601
12580,88736
12581,103661
12582,116633
12583,94283
12585,112737
12586,83577
12589,95437
12590,94560
12592,55970
12594,79156
12601,60565
12603,93220
12604,-
12701,55050
12719,97912
12720,92519
12721,80254
12722,N
12723,60591
12724,61192
12725,75394
12726,77819
12729,92085
12732,73948
12733,46620
12734,70328
12736,46876
12737,69324
12738,59598
12740,71605
12741,68198
12742,60052
12743,82966
12745,71775
12746,80432
12747,70876
12748,75635
12749,75725
12750,86460
12751,54432
12752,71845
12754,59581
12758,78526
12759,61736
12760,55802
12762,43116
12763,71827
12764,78675
12765,95040
12766,63255
12767,57856
12768,64613
